LoanRange,BusinessName,Address,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsReported,DateApproved,Lender,CD
"e $150,000-350,000","DIAS &#X26; FRAGOSO, INC.",6700 EXCELSIOR AVE,HANFORD,CA,93230,,Corporation,Unanswered,Unanswered,Unanswered,,102,05/03/2020,"MUFG Union Bank, National Association",CA-21
"e $150,000-350,000",ROBERTS ELECTRIC INC,PO BOX 3869,HAILEY,ID,83333,238210,Corporation,Unanswered,Unanswered,Unanswered,,15,04/15/2020,Glacier Bank,ID-02
"d $350,000-1 million",SENIORS WELLNESS GROUP OF MICHIGAN PC,221 South Main St,ROYAL OAK,MI,48067,621420,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,58,04/30/2020,Level One Bank,MI-09
"d $350,000-1 million",RJ WHERRY & ASSOCIATES,1217 NORTHGATE BUSINESS PARKWAY,MADISON,TN,37115,337110,Corporation,White,Male Owned,Non-Veteran,,41,04/28/2020,Volunteer State Bank,TN-05
"d $350,000-1 million",HOT GOLDFISH CORP,2590 HOLLYWOOD BLVD,HOLLYWOOD,FL,33020,541430,Corporation,Unanswered,Unanswered,Unanswered,,0,04/28/2020,First Horizon Bank,FL-23
"d $350,000-1 million","CERTIPAY PEO SOLUTIONS, INC.",130 Bates Ave SW Suite 101,WINTER HAVEN,FL,33880,541214,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,39,04/10/2020,Valley National Bank,FL-17
"d $350,000-1 million","SUPERIOR MACHINE, INC.",31 B AVENUE WEST,ALBIA,IA,52531,332710,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,81,04/08/2020,Access Bank,IA-02
"d $350,000-1 million","MATTHEW T. BERRY & ASSOCIATES, LLC",2751 Buford Highway,ATLANTA,GA,30324,541110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,04/27/2020,Regions Bank,GA-05
"e $150,000-350,000","LOS AGAVES IV, INC.",7024 MARKET PLACE DR,Goleta,CA,93117,722511,Corporation,Hispanic,Unanswered,Unanswered,,45,04/14/2020,American Riviera Bank,CA-24
"e $150,000-350,000",TRANSACTIONS AND PROMOTIONS INC,2150 S Country Club Dr,Mesa,AZ,85210,541613,Corporation,Unanswered,Unanswered,Non-Veteran,,18,05/01/2020,First Midwest Bank,AZ-09
"e $150,000-350,000",S ROSS PENLAND DMD PA,1781 TATE BLVD SE STE 204,HICKORY,NC,28602,621210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,21,05/02/2020,First-Citizens Bank & Trust Company,NC-10
"d $350,000-1 million","ZAG INTERACTIVE, LLC",20 WESTERN BLVD,GLASTONBURY,CT,06033,713940,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,60,04/27/2020,"People's United Bank, National Association",CT-01
"e $150,000-350,000","RT SAN DIEGO, LLC",5400 KEARNY MESA RD,SAN DIEGO,CA,92111,721110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,29,07/06/2020,BOM Bank,CA-52
"d $350,000-1 million","PROSTROLLO MOTOR COMPANY, INC.",1001 South Washington Ave,MADISON,SD,57042,441110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,37,04/06/2020,First PREMIER Bank,SD-00
"d $350,000-1 million","STACKMATCH FLARE IGNITION, INC.",620 Haggard St Ste 610,Plano,TX,75074,333249,Corporation,Unanswered,Unanswered,Unanswered,,0,04/28/2020,Comerica Bank,TX-03
"e $150,000-350,000","BROADBAND TELE COMMUNICATIONS, INC",900 N East Avenue,PANAMA CITY,FL,32401,237130,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,35,04/15/2020,MidSouth Bank,FL-02
"e $150,000-350,000",HOME DELIVERY SERVICES INC.,10463 Ceres Avenue,Whittier,CA,90604,492210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,28,05/03/2020,Cross River Bank,CA-38
"e $150,000-350,000","24 HOUR WRECKER SERVICE, INC",616 N Jefferson Ave,Lancaster,TX,75146,488410,Subchapter S Corporation,White,Female Owned,Non-Veteran,,22,04/09/2020,"Bank of DeSoto, National Association",TX-30
b $2-5 million,GREINER BROTHERS INC,6161 ENGLISH AVE,INDIANAPOLIS,IN,46219,238220,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,130,04/10/2020,Old National Bank,IN-07
"e $150,000-350,000","SWIMMETRO MANAGEMENT, INC",310 Turner Road Suite C,RICHMOND,VA,23225,541990,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,7,05/29/2020,Truist Bank d/b/a Branch Banking & Trust Co,VA-07
"e $150,000-350,000",HOLLYWOOD IMPRINTS LLC,1000 MORRISON RD STE D,COLUMBUS,OH,43230,711510,Limited  Liability Company(LLC),Asian,Unanswered,Unanswered,,24,04/08/2020,The Huntington National Bank,OH-12
"e $150,000-350,000",CLOSET BUILDERS LLC,7100 NW 6TH AVE,Miami,FL,33150,238390,Corporation,Unanswered,Unanswered,Unanswered,,0,04/30/2020,Regions Bank,FL-24
"d $350,000-1 million",IBN CONSTRUCTION CORP.,49 Hermon Street,Newark,NJ,07105,238110,Corporation,Unanswered,Unanswered,Unanswered,,34,04/28/2020,"Santander Bank, National Association",NJ-10
"e $150,000-350,000",TRIUMVIRATE OF BATON ROUGE INC,1184 BOB PETTIT BLVD,BATON ROUGE,LA,70820,722410,Corporation,Unanswered,Unanswered,Unanswered,,0,04/29/2020,First Horizon Bank,LA-06
"d $350,000-1 million",MH WILLIAMS CONSTRUCTION GROUP INC,2287 W EAU GALLIE BLVD STE A,MELBOURNE,FL,32935,236220,Corporation,Unanswered,Unanswered,Unanswered,,28,04/14/2020,"South State Bank, National Association",FL-08
"e $150,000-350,000","MILLIS ANIMAL HOSPITAL, LLC",1411 BIG BEND BLVD,SAINT LOUIS,MO,63117,541940,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,29,04/10/2020,Central Bank of St. Louis,MO-01
"e $150,000-350,000","EQT RECORDINGS, LLC",722 JACKSON ST,LOS ANGELES,CA,90012,512110,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,,04/07/2020,City National Bank,CA-34
"e $150,000-350,000",NADN INC,18 Jason Ave,DENVER,PA,17517,811192,Corporation,Unanswered,Unanswered,Unanswered,,35,04/12/2020,"TD Bank, National Association",PA-11
"d $350,000-1 million",KENT SCHOOL SERVICES NETWORK,1633 E. BELTLINE AVE NE,GRAND RAPIDS,MI,49525,611110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,44,04/28/2020,Old National Bank,MI-03
"e $150,000-350,000",IEF CORPORATION,870 W Golden Pheasant Rd,SHELTON,WA,98584,424930,Corporation,Unanswered,Unanswered,Unanswered,,0,04/16/2020,Heritage Bank,WA-06
"e $150,000-350,000",HANSEN LAW,233 S. Pleasant Grove Blvd. Suite 202,Pleasant Grove,UT,84062,922130,Corporation,Unanswered,Unanswered,Unanswered,,18,04/28/2020,Cross River Bank,UT-03
c $1-2 million,CIVITALI RESTAURANT CORPORATION,708 CLEVELAND AVE,SAINT PAUL,MN,55112,722511,Corporation,White,Male Owned,Non-Veteran,,407,04/09/2020,Crown Bank,MN-04
c $1-2 million,AGBAYANI CONSTRUCTION CORP,88 dixon court,DALY CITY,CA,94014,236220,Corporation,Unanswered,Male Owned,Non-Veteran,,105,04/10/2020,Bank of Guam,CA-12
"e $150,000-350,000",TOTVS INC,555 FAYETTEVILLE ST STE 620,RALEIGH,NC,27601,541511,Corporation,Unanswered,Unanswered,Unanswered,,13,04/27/2020,"Citibank, N.A.",NC-04
"d $350,000-1 million","COMPLETE ASSOCIATION MANAGEMENT COMPANY, LLC",4775 W TECO AVE,LAS VEGAS,NV,89118,531311,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,119,04/15/2020,Western Alliance Bank,NV-03
"d $350,000-1 million","A LA CARTE FOODS PROPERTIES, LLC",278 Ideal Street,Belle Rose,LA,70341,424420,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,04/27/2020,"Capital One, National Association",LA-02
"d $350,000-1 million",ASPINWALL COOPERATIVE COMPANY,201 East Main Street,Aspinwall,IA,51432,424510,Cooperative,White,Female Owned,Non-Veteran,,36,04/09/2020,The First National Bank of Manning,IA-04
"e $150,000-350,000","STELLA'S BAKERY, INC.",11510 ROCKVILLE PIKE,ROCKVILLE,MD,20852,311811,Corporation,Unanswered,Unanswered,Unanswered,,36,04/27/2020,United Bank,MD-08
"e $150,000-350,000",CORWIN WILSON LLC,201 40TH ST S,FARGO,ND,58103,441120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,30,04/05/2020,Bell Bank,ND-00
c $1-2 million,YOUNGSOFT INC,49197 Wixom Tech Dr Ste B,Wixom,MI,48393,541511,Corporation,Unanswered,Unanswered,Unanswered,,97,04/27/2020,Bank of Ann Arbor,MI-11
"e $150,000-350,000","PASSIONATE CARE, INC.",1650 45TH ST STE B,MUNSTER,IN,46321,621610,Corporation,Unanswered,Unanswered,Unanswered,,24,04/13/2020,Fifth Third Bank,IN-01
"e $150,000-350,000",INCLUSIVE EMPLOYMENT SERVICES,8439 California Avenue,South Gate,CA,90280,621111,Corporation,Unanswered,Unanswered,Unanswered,,79,05/19/2020,Cross River Bank,CA-44
"d $350,000-1 million","YOUTH FOR CHRIST OF NORTHERN INDIANA, INC",6427 OAKBROOK PKWY,FORT WAYNE,IN,46825,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,35,04/13/2020,Old National Bank,IN-03
"e $150,000-350,000",PACKAGING CONSULTANTS INC,9 Welby Rd,NEW BEDFORD,MA,02745,424130,Corporation,Unanswered,Unanswered,Unanswered,,14,04/15/2020,"Bank of America, National Association",MA-09
"e $150,000-350,000","SEISMICCITY, INC.","9990 Richmond Ave., North Bldg., Suite 200",Houston,TX,77042,541512,Corporation,Unanswered,Male Owned,Unanswered,,8,04/30/2020,Central Bank,TX-07
"e $150,000-350,000","FOCUS EYE CARE, P.C.","302 UNION ST., 2ND FLOOR",HACKENSACK,NJ,07601,446130,Corporation,Unanswered,Male Owned,Non-Veteran,,17,04/13/2020,Provident Bank,NJ-05
"d $350,000-1 million",VINEYARDS MANAGEMENT GROUP LLC,"1371 East 2100 South, 2nd Floor",KAYSVILLE,UT,84037,531311,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,123,04/14/2020,"Zions Bank, A Division of",UT-01
b $2-5 million,ARCHITECTURAL SYSTEMS INC,707 W Highway 60,MONETT,MO,65708,327215,Corporation,Unanswered,Male Owned,Unanswered,,249,04/05/2020,Freedom Bank of Southern Missouri,MO-07
"e $150,000-350,000",THE PACKLINE COMPANY,1675 Fritz Drive,Trenton,MI,48183,423830,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,18,04/28/2020,Comerica Bank,MI-12
"e $150,000-350,000","CHELMSFORD DERMATOLOGY, P.C.",3 VILLAGE SQ,CHELMSFORD,MA,01824,621111,Corporation,Unanswered,Unanswered,Unanswered,,17,04/14/2020,Enterprise Bank and Trust Company,MA-03
b $2-5 million,"JOHNNY'S PIZZA HOUSE, INC.",100 ARKANSAS RD,WEST MONROE,LA,71291,722511,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,500,04/09/2020,Progressive Bank,LA-05
"e $150,000-350,000","L&P AESTHETICS MEDICAL, INC",105 Addison Ave,Palo Alto,CA,94301,621111,Subchapter S Corporation,Unanswered,Unanswered,Non-Veteran,,20,04/14/2020,First Republic Bank,CA-14
"d $350,000-1 million",SKYBRIDGE GLOBAL INC,375 Northridge Rd Suite 400,ATLANTA,GA,30350,541511,Corporation,Unanswered,Unanswered,Unanswered,,16,04/06/2020,Truist Bank d/b/a Branch Banking & Trust Co,GA-06
"e $150,000-350,000","TWIST TITE MFG., INC.",13344 CAMBRIDGE ST,SANTA FE SPRINGS,CA,90670,332510,Corporation,Unanswered,Unanswered,Unanswered,,25,04/29/2020,Citizens Business Bank,CA-38
"d $350,000-1 million",SYNERGY CONTRACTING GROUP INC.,15395 Roosevelt Blvd,Clearwater,FL,33760,236118,Corporation,Unanswered,Unanswered,Unanswered,,41,04/16/2020,Regions Bank,FL-13
"e $150,000-350,000","THE BUG RUNNER EXTERMINATING CO., INC.",680 N MAIN ST,SPRING VALLEY,NY,10977,561710,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,16,05/01/2020,"JPMorgan Chase Bank, National Association",NY-17
"e $150,000-350,000",MANOUCHEHRI & RODEF DENTAL CORP,701 N MILLIKEN AVE,ONTARIO,CA,91764,621210,Corporation,Unanswered,Unanswered,Unanswered,,31,05/01/2020,"MUFG Union Bank, National Association",CA-35
"e $150,000-350,000","BROACHING INDUSTRIES, INC.",25755 D'Hondt,Chesterfield Twp,MI,48051,541330,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,23,05/01/2020,"JPMorgan Chase Bank, National Association",MI-10
"e $150,000-350,000","JOHN CARMEN, INC.",190 Fulton Terr,New Haven,CT,06512,811121,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,04/15/2020,"Citizens Bank, National Association",CT-03
"e $150,000-350,000","DRY SODA, INC.",506 2nd Ave Ste 1200,SEATTLE,WA,98104,312111,Corporation,Unanswered,Unanswered,Unanswered,,16,04/10/2020,"Zions Bank, A Division of",WA-07
"e $150,000-350,000",PACIFICA AVENIDA ENCINAS LP,1775 HANCOCK ST,SAN DIEGO,CA,92110,721110,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,,32,04/28/2020,City National Bank,CA-53
"d $350,000-1 million","SLO PUB, LLC",835 AEROVISTA PL STE 230,SN LUIS OBISP,CA,93401,722511,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,60,04/27/2020,Pacific Premier Bank,CA-24
"e $150,000-350,000",BELLE CONSTRUCTION SERVICES,1039-B West Whittier Boulevard,La Habra,CA,90631,236118,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,04/30/2020,Comerica Bank,CA-39
c $1-2 million,"REPRODUCTIVE MEDICINE ASSOCIATES OF CONNECTICUT, P.C.",761 MAIN AVE SUITE 200,NORWALK,CT,06851,621410,Corporation,White,Male Owned,Non-Veteran,,108,04/15/2020,"Webster Bank, National Association",CT-04
"e $150,000-350,000",COOP'S PIZZERIA LLC,13317 NE 175th St. Suite X,Woodinville,WA,98072,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,18,04/28/2020,"Zions Bank, A Division of",WA-01
"e $150,000-350,000",ALFALAWN FARMS LLC,E2850 State Road 72,MENOMONIE,WI,54751,112120,Corporation,Unanswered,Unanswered,Unanswered,,28,04/06/2020,Investors Community Bank,WI-03
c $1-2 million,MATHEWS FORD INC,500 HEBRON RD,HEATH,OH,43056,441110,Corporation,White,Male Owned,Non-Veteran,,104,04/10/2020,The Park National Bank,OH-12
"d $350,000-1 million",AMOR HAULING LLC,8284 Northwest 24th Street,Coral Springs,FL,33065,484110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,26,05/19/2020,Cross River Bank,FL-22
"d $350,000-1 million",EGR INTERNATIONAL. INC,30 Broad Street,New York,NY,10004,541612,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,22,06/05/2020,"Santander Bank, National Association",NY-10
"d $350,000-1 million",HJERPE & TENNISON CPAS LLC,2817 REED RD STE 2,BLOOMINGTON,IL,61704,541219,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,30,04/08/2020,Prairie State Bank and Trust,IL-18
"e $150,000-350,000",ENVEA INC.,2623 Kaneville Ct.,GENEVA,IL,60134,334513,Corporation,Unanswered,Unanswered,Unanswered,,16,04/11/2020,BMO Harris Bank National Association,IL-14
a $5-10 million,"SFE HOLDINGS, LLC",9366 East Raintree Drive,SCOTTSDALE,AZ,85260,722310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,500,04/10/2020,The Huntington National Bank,AZ-06
"e $150,000-350,000",AUTOMOTIVE QUALITY SOLUTIONS LLC,21670 RED RUM DR Suite 149,ASHBURN,VA,20147,541613,Corporation,Unanswered,Male Owned,Unanswered,,25,04/11/2020,United Bank,VA-10
"d $350,000-1 million",GREENVILLE SYMPHONY ASSOCIATION,200 S. Main St.,GREENVILLE,SC,29601,712110,Corporation,Unanswered,Unanswered,Unanswered,,25,04/12/2020,United Community Bank,SC-04
"e $150,000-350,000",BLUE JAYS HOME CARE LLC,17 Clover Ln.,LAKE BLUFF,IL,60044,621610,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,11,05/13/2020,"Libertyville Bank & Trust Company, National Association",IL-10
"e $150,000-350,000",SECURITY TITLE COMPANY  OF MONTANA,600 S 19th Ave,BOZEMAN,MT,59771,541990,Subchapter S Corporation,White,Female Owned,Non-Veteran,,32,04/14/2020,American Bank,MT-00
"e $150,000-350,000","GOLDEN TIDE, INC.",9933 AVERY ST NE,NEWPORT,OR,97365,114111,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,9,08/07/2020,"U.S. Bank, National Association",OR-05
"e $150,000-350,000","CENTRAL OHIO PROVISIONS, INC",1745 WESTBELT DR,COLUMBUS,OH,43228,424490,Corporation,Unanswered,Unanswered,Unanswered,,19,04/14/2020,Fifth Third Bank,OH-15
"d $350,000-1 million","MMAX INVESTMENT PARTNERS, INC.","320 West 37th Street, 14th Floor 0.0",New York,NY,10018,711320,Corporation,Unanswered,Unanswered,Unanswered,,10,04/14/2020,"JPMorgan Chase Bank, National Association",NY-12
"d $350,000-1 million",JACKSON HON GALLATIN LLC,2109 NASHVILLE PIKE,GALLATIN,TN,37066,441110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,40,04/09/2020,Truist Bank d/b/a Branch Banking & Trust Co,TN-06
"e $150,000-350,000","MECHANICAL SERVICES INDUSTRIES, LLC",7121 COLLINSWORTH PL,FREDERICK,MD,21703,238220,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,12,04/29/2020,Sandy Spring Bank,MD-06
"d $350,000-1 million","DAN WOOD PLUMBING AND HEATING SERVICES, INC.",40400 Grand River Suite F,NOVI,MI,48375,238220,Corporation,Unanswered,Unanswered,Unanswered,,0,04/15/2020,Comerica Bank,MI-11
"e $150,000-350,000",1500 EDSON HILL OPERATIONS LLC,1500 Edson Hill Road,STOWE,VT,05672,721110,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,,30,04/04/2020,Community National Bank,VT-00
"e $150,000-350,000","KANE, MCKENNA AND ASSOCIATES, INC.",150 N Wacker Dr,CHICAGO,IL,60606,541618,Corporation,Unanswered,Male Owned,Unanswered,,10,04/07/2020,"Hinsdale Bank & Trust Company, National Association",IL-07
c $1-2 million,"WESTWARD360, INC.",4311 N RAVENSWOOD AVE SUITE 201,CHICAGO,IL,60613,531311,Corporation,Unanswered,Unanswered,Unanswered,,176,04/07/2020,"Barrington Bank & Trust Company, National Association",IL-05
"d $350,000-1 million","WOMEN'S HEALTH SERVICES--CHATTANOOGA, P.C.",6229 VANCE RD,CHATTANOOGA,TN,37421,621111,Corporation,Unanswered,Unanswered,Unanswered,,38,04/14/2020,Pinnacle Bank,TN-03
"e $150,000-350,000","ROTHENBERG, RUBENSTEIN, BERLINER & SHINROD, LLC",70 South Orange Avenue Suite 205,Livingston,NJ,07039,541110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,14,04/27/2020,Manufacturers and Traders Trust Company,NJ-11
"d $350,000-1 million",SIGNATURE ELEVATOR MAINTENANCE INC,1086 Myrtle Ave,BROOKLYN,NY,11206,238290,Corporation,Unanswered,Male Owned,Unanswered,,68,04/28/2020,Signature Bank,NY-07
"e $150,000-350,000",M3 ENGINEERING GROUP PC,911 WASHINGTON AVE,SAINT LOUIS,MO,63101,541330,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,15,04/28/2020,"PNC Bank, National Association",MO-01
"e $150,000-350,000","TAKE HART CARPENTRY, INC.",2430 VANDERBILT BEACH RD,NAPLES,FL,34109,238130,Corporation,Unanswered,Unanswered,Unanswered,,12,05/03/2020,Fifth Third Bank,FL-19
"e $150,000-350,000",STANDARD TILE IMPORTS INC,255 RT 46,TOTOWA,NJ,07512,423320,Corporation,Unanswered,Unanswered,Unanswered,,,05/03/2020,"Wells Fargo Bank, National Association",NJ-11
"d $350,000-1 million","PROMAXO, INC.",70 WASHINGTON ST STE 407,OAKLAND,CA,94607,339112,Corporation,Unanswered,Unanswered,Unanswered,,19,05/01/2020,"JPMorgan Chase Bank, National Association",CA-13
"d $350,000-1 million","ORTHOPAEDIC CONSULTANTS OF CINCINNATI, INC.","4701 CREEK RD, Ste. 110",BLUE ASH,OH,45242,621111,Corporation,Unanswered,Unanswered,Unanswered,,30,04/27/2020,CBank,OH-02
"d $350,000-1 million","HUNTER ENGINEERING, INC.",10450 N 74TH ST,SCOTTSDALE,AZ,85258,541330,Corporation,White,Female Owned,Non-Veteran,,57,04/07/2020,"BOKF, National Association",AZ-06
"d $350,000-1 million","GEORGE A. KINT, INC.",1300 Crooked Hill Rd,Harrisburg,PA,17110,423850,Corporation,Unanswered,Male Owned,Unanswered,,75,04/15/2020,"Fulton Bank, National Association",PA-10
"e $150,000-350,000",AMBRION INC,1660 S hwy 100  suite 329,MINNEAPOLIS,MN,55416,541990,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,12,04/03/2020,Coulee Bank,MN-05
"d $350,000-1 million",WESLEY GLEN MINISTRIES INC,4580 MUMFORD RD,MACON,GA,31210,623210,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,59,04/15/2020,Morris Bank,GA-08
"e $150,000-350,000","EYECARE ASSOCIATES OF SOUTHWEST IOWA, INC",505 W SHERIDAN AVE,SHENANDOAH,IA,51601,621320,Corporation,White,Male Owned,Unanswered,,14,04/03/2020,The First National Bank in Creston,IA-03
c $1-2 million,LYNDLY F. OPITZ,2401 EDGEWOOD AVE Ste 100,MINNEAPOLIS,MN,55426,448140,Corporation,Unanswered,Unanswered,Unanswered,,0,04/03/2020,Platinum Bank,MN-05
"e $150,000-350,000",THE TICKET SOURCE INC,"5516 East Mockingbird Lane, Suite 100",Dallas,TX,75206,561599,Corporation,Unanswered,Unanswered,Unanswered,,8,04/11/2020,North Dallas Bank & Trust Company,TX-32
c $1-2 million,"B/D OPS, LLC",300 PARKLAND PLAZA,ANN ARBOR,MI,48103,551114,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,124,04/12/2020,Old National Bank,MI-07
"d $350,000-1 million","SRC NORTON SNF, LLC",63 Kendrick Street,Needham,MA,02149,623110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,130,04/30/2020,"Bank of America, National Association",MA-07
"e $150,000-350,000",FORD CREEK LLC,5 RABBIT RUN,CAPE MAY,NJ,08204,722511,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,56,04/08/2020,"OceanFirst Bank, National Association",NJ-02
"e $150,000-350,000",DISCIPLEDATA INC,12821 E NEW MARKET ST STE 250,CARMEL,IN,46032,541512,Corporation,Unanswered,Unanswered,Unanswered,,2,04/11/2020,"JPMorgan Chase Bank, National Association",IN-05
c $1-2 million,ABCO PEERLESS SPRINKLER CORP,50 MIDLAND AVE,HICKSVILLE,NY,11801,236220,Corporation,Unanswered,Unanswered,Unanswered,,0,04/27/2020,Signature Bank,NY-03
"e $150,000-350,000","TRIPOINT, LLC",841 Nina Way,Warminster,PA,18974,339991,Limited  Liability Company(LLC),White,Female Owned,Non-Veteran,,21,04/05/2020,Mid Penn Bank,PA-01
"e $150,000-350,000",SLAYMAKER RENTALS & SUPPLY CO.,146 Penn Street,Washington Boro,PA,17582,531390,Partnership,Unanswered,Unanswered,Unanswered,,29,04/15/2020,LinkBank,PA-11
"e $150,000-350,000","WORLD TRADE COPIERS, CORP.",666 MORGAN AVE,BROOKLYN,NY,11222,453210,Corporation,Unanswered,Unanswered,Unanswered,,13,04/13/2020,NBKC Bank,NY-12
"e $150,000-350,000","JACKSON GLASS WORKS, INC.",555 S Cooper St,JACKSON,MI,49201,423120,Corporation,Unanswered,Unanswered,Unanswered,,20,04/08/2020,County National Bank,MI-07
