id,name,sponsor,event,venue,place,physical_description,notes,occasion,call_number,keywords,language,date,location,location_type,currency,currency_symbol,status
14940,,,,,,,,,,,,1900-03-17,Cromwell Steamship Company,,,,complete
30974,,Motorliner Kungsholm,,,,24x16.5cm folded; 24x33cm open,menu also contains english text,,1938-0121_wotm,,,1938-09-02,Motorliner Kungsholm,,,,complete
27738,,S.S. Mariposa,,,,30.5x22.5 folded; 30.5x46cm open,,,1969-0018_wotm,,,1969-05-17,S.S. Mariposa,,,,complete
34341,The Bancroft Hotel,The Bancroft Hotel,,,,14x9cm,new england hotel association,,1914-1043_wotm,,,1914-12-10,The Bancroft Hotel,,,,complete
28580,,Amy's,,,,22x9cm folded; 22x36cm open,,,1985-0016_wotm,,,1985-01-01,Amy's,,Dollars,$,complete
23518,,HOLLAND HOUSE,SUPPER,COMMERCIAL,,CARD; 5.825X8.75;,priced menu in english and french;,,1900-141,,,1900-01-10,Holland House,,Dollars,$,complete
24049,,EMMA WILLARD ASSOCIATION,FIFTEENTH ANNUAL BANQUET,POL;,"HOTEL MANHATTAN, NEW YORK",FOLDER; 5 X 6.5;,toasts;,ANNIVERSARY;,1905-815,,,1905-11-09,Emma Willard Association,,,,complete
15797,,,,,,,,,,,,1900-07-05,Imperial Hotel Limited,,,,complete
31332,,The Ambassador,,,,33x23cm,,,1933-0240_wotm,,,1933-05-20,The Ambassador,,Dollars,$,complete
27071,,Southern Pacific,dinner,RAILROAD,"Dining Car, Southern Pacific",8 1/2 x 5 1/2 in. fold. ; ill. col.,"photographic illustration : the old french quarter in new orleans. manager : j. f. stewart. includes ""select"" and a la carte menu options.",,Soete 104,,,1942-08-01,Southern Pacific,,Dollars,$,under review
29042,,Moby Dick,,,,32.5x22cm folded; 32.5x44cm open,,,1964-0047_wotm,,,1964-01-01,Moby Dick,,Swiss Francs,Fr,complete
15432,,,,,,,,,,,,1900-05-01,B.& O. Blue Line,,Dollars,$,complete
29524,,The Clover Room,,,,27.5x20cm folded; 27.5x40.5cm open,,,1955-0071_wotm,,,1955-07-22,The Clover Room,,,,complete
28871,,Hellas Café,,,,33x22cm folded; 33x43.5cm open,,,1962-0071_wotm,,,1962-11-02,Hellas Café,,Dollars,$,under review
30343,,Terrace Room,,,,28.5x22.5cm folded; 28.5x45cm open,,,1940-0007_wotm,,,1940-04-24,Terrace Room,,Dollars,$,complete
19876,,NIPPON YUSEN KAISHA,[DINNER],COMMERCIAL,ABOARD SS KASUGA;,BROADSHEET; ILLUS; COL; 10.5X9.5;,"hand written; illus, youths in japanese costume, carrying float;  reverse side, map of indian ocean showing the steamer tracks of the nippon yusen kaisha;",DAILY;,1900-4277,,,1900-09-03,Nippon Yusen Kaisha,,,,complete
15686,,,,,,,,,,,,1900-09-01,Essex Hotel,,Dollars,$,complete
32480,The Biltmore,The Biltmore,,,,28x18cm folded; 28x36cm open,,,1918-0086_wotm,,,1918-01-11,The Biltmore,,Dollars,$,complete
34755,Manhattan Club,Manhattan Club,,,,,dinner in honor of senator guggenheim of colorado,,1912-0873_wotm,,,1912-12-14,Manhattan Club,,,,complete
14671,,,,,,,,,,,,1900-11-02,Round Table Club,,,,complete
26220,,HAMBURG-AMERIKA LINE,DINNER,COMMERCIAL,"""AUGUSTE VICTORIA""",FOLDER; ILLUS;COL; 4.5 X 7;,menu in english; full music program included; autographs;,[DINNER EN ROUTE],1897-244,,,1897-08-11,Hamburg Amerika Line,,,,complete
13298,,LEHIGH VALLEY RAILROAD,DINNER,COMMERCIAL,BLACK DIAMOND EXPRESS,FOLDER;ILLUS;COL;5.5X8.25,many illustratins on front cover;map of the lehigh valley railroad and connections on the back cover;a la carte service;,DAILY;,1900-4553,,,1900-10-02,Lehigh Valley Railroad,,Dollars,$,complete
18203,,,,,,,,,,,,1900-05-01,Southern Railway,,,,complete
22021,,SAWDUST CLUB,ANNUAL DINNER,SOC;,"TAYLOR'S HOTEL, JERSEY CITY [NJ]",FOLDER; 5.5 X 8.25;,circus organization; humorous menu; wines; banquet committee consists of louis sherry and chas. delmonico; wines; entertainmment;,ANNIVERSARY;,1897-015,,,1897-01-14,Sawdust Club,,Dollars,$,complete
12495,,VETERANS AMERICAN GUARD,TWENTY-NINTH ANNUAL DINNER,MIL;,ST. DENNIS HOTEL,BOOKLET; ILLUS; 4 X 5.5;,embossed logo on cover; speeches;,ANNIVERSARY;,1900-2893,,,1900-04-20,Veterans American Guard,,,,complete
14903,,,,,,,,,,,,1900-05-01,Baltimore And Ohio Rr Royal Blue Line,,,,complete
23826,,COZZENS' WEST POINT HOTEL,DAILY MENU,,,SINGLE SHEET PRINTED ON BOTH SIDES,no illustrations,,1852-001,,,1852-09-03,Cozzens' West Point Hotel,,Dollars,$,complete
21566,,PRINCESS HOTEL,EASTER SUNDAY LUNCH,COMMERCIAL,"HAMILTON, BERMUDA",FOLDER; ILLUS; COL; 6.25X5;,"cut-out of chicks & eggshells, flowers on cover;",RELIGIOUS HOLIDAY,1899-302,,,1899-04-02,Princess Hotel,,,,complete
34878,Hotel Casey,Hotel Casey,,,,,allied boards of trade and taxpayers' association,,1912-0600_wotm,,,1912-09-26,Hotel Casey,,,,complete
33308,Sherry's,Sherry's,,,,,,,1915-0047,,,1915-01-01,Sherry's,,,,complete
20329,,NIPPON YUSEN KAISHA,TIFFIN,COMMERCIAL,EN ROUTE ABOARD SS KASUGA,BROADSIDE; 5.5 X 7.75;,handwritten; black border; 2 copies;,DAILY MENU;,1900-4414,,,1900-09-20,Nippon Yusen Kaisha,,,,complete
21952,,(ARION CLUB?),40TH ANNUAL BANQUET,SOC;,"BROOKLYN, NY",FOLDER; ILLUS; COL; 7X9.75;,wines listed with course; menu in german; toasts listed;,ANNIVERSARY;,1905-778,,,1905-10-23,Arion Club?,,,,complete
24792,,CUNARD STEAM SHIP COMPANY LIMITED,"DAILY MENU,LUNCHEON",COMMERCIAL,"ABOARD R.M.S. ""ETRURIA""",CARD; 4.25X6.5;,"priced wine list on back; ""from miss e.e. pike"" noted by feb;",PATRIOTIC HOLIDAY;,1906-559,,,1906-07-04,Cunard Steam Ship Company Limited,,,,complete
32286,Wm. F. Healy's 42nd St. Grill,Wm. F. Healy's 42nd St. Grill,,,,20.5x13cm,,,1918-0162_wotm,,,1918-01-22,Wm. F. Healy's 42nd St. Grill,,Dollars,$,complete
21718,,HOTEL WESTMINSTER,BILL OF FARE,COMMERCIAL,"NICE, FRANCE",BROADSHEET; ILLUS; 5.25X 8.5;,french; handwritten; illustration of promenade des anglais,,1893-013,,,1893-02-05,Hotel Westminster,,,,complete
24845,,NEW YORK BRANCH LEAGUE,BANQUET TENDERED TO NATIONAL LEAGUE OF COMMISSION MERCHANTS OF THE U.S.,COMMERCIAL,"METROPOLITAN HOTEL, NEW YORK, NY",BOOKLET; ILLUS; COL; 5.5X7;,"includes wines served with each course; floral motif & gold seal on cover; silk ribbon attachment; includes names of league officers, arrangement committee & membership",COMPLIMENTARY/TESTIMONIAL,1895-006,,,1895-01-10,New York Branch League,,,,complete
25651,,HOFFMAN CAFES,MENU NEW YEAR 1892,COMMERCIAL,"HOFFMAN CAFES, NEW YORK, NY",FOLDER; ILLUS; COL; 4 X 7;,french; elaborate wine list; illustrations of crustaceans; compliments of the season by listed purveyors to hoffman cafes;,SECULAR HOLIDAY;,1892-003,,,1892-01-01,Hoffman Cafes,,,,complete
24467,,NATIONAL HARDWARE ASSOCIATION,BANQUET,PROF;,"HOTEL IROQUOIS, BUFFALO,NY",BOOKLET; ILLUS; COL; 5.5 X 7.5;,all wines listed; menu in french & english; list of officers & committee members included;speakers noted;,ANNUAL,1897-311,,,1897-11-19,National Hardware Association,,,,complete
34547,Waldorf-Astoria,Waldorf-Astoria,,,,,seventh annual possum dinner,,1912-0731_wotm,,,1912-01-01,Waldorf-Astoria,,Dollars,$,complete
29449,,Waldorf Astoria,,,,30.5x23cm folded; 30.5x54cm open,,,1953-0046_wotm,,,1953-11-12,Waldorf Astoria,,,,complete
18874,,,,,,,,,,,,1905-12-28,Ohio Hotel Clerks Association,,,,complete
14538,,,,,,,,,,,,1900-04-15,Hotel Eastman,,,,complete
24286,,5TH MASS. BATTERY E.,DINNER,PATR;,"YOUNG'S HOTEL,BOSTON",BOOKLET;ILLUS;RIBBON TRIM;4.75 X 5.5;,includes list of officers;,,1890-090,,,1890-08-12,5th Mass. Battery E.,,,,complete
32663,Churchill's,Churchill's,,,,24x13cm,wine list with prices on reverse side of the menu.,,1917-0019_wotm,,,1917-02-08,Churchill's,,Dollars,$,complete
27154,,B. F. Keith's Palace Theatre,,"OTHER,Theater",,8 x 5 1/2 in.,theater program only. no menu attached.,,Soete 148,,,,B. F. Keith's Palace Theatre,,,,complete
34859,Waldorf Astoria,Waldorf Astoria,,,,,eighth international congress of applied chemistry,,1912-0580_wotm,,,1912-12-09,Waldorf Astoria,,,,complete
24779,,NEW PALESTINE COMMANDERY 11918,DINNER,SOC;,"THE TEMPLE, [NEW YORK]",CARD; ILLUS; 3.5 X 4.75;,wines listed;  menu in french; seal; place handwritten on menu;,,1907-036,,,1907-01-07,New Palestine Commandery 11918,,,,complete
24453,,ST.LOUIS CLUB,DINNER,COMMERCIAL,"[ST.LOUIS,MO?]",CARD;6.75X12;,city and state handwritten;,DAILY;,1901-297,,,1901-01-06,St.Louis Club,,Dollars,$,complete
27073,,"New York Central System, the New Streamlined 20th Century Limited",daily menu,RAILROAD,,9 x 6 in. fold. ; ill.,manager dining services : b. j. bohlender. advertisement : new york world's fair.,,Soete 173,,,,"New York Central System, The New Streamlined 20th Century Limited",,Dollars,$,complete
20269,,RED STAR LINE,DINNER,COMMERCIAL,S.S. WESTERNLAND,BROADSHEET; ILLUS; COL; 5X8;,illustration at top of dutch costumed ladies; priced wine & tobacco list on back;,,1900-2262,,,1900-03-03,Red Star Line,,Francs,FF,complete
31895,,"S.S. ""George Washington""""""",,,,19x14cm folded; 19x28cm open,dinner,,1921-0081_wotm,,,1921-10-04,"S.S. ""George Washington""""""",,,,complete
22475,,HAMBURG-AMERIKA LINIE,FRUHSTUCK A LA CARTE,COMMERCIAL,"AN BORD DER ""AMERIKA""",CARD; ILLUS; COL; 5X8.75;,menu in german and english; one of several menus for different passenger classes on this ocean liner; ocean liner at sea;,,1906-614,,,1906-07-23,Hamburg Amerika Linie,,,,complete
34182,The Garret Café,The Garret Café,,,,24x11.5cm,,,1914-0884_wotm,,,1914-09-01,The Garret Café,,Dollars,$,complete
19782,,NORDDEUTSCHER LLOYD BREMEN,DINNER,COMMERCIAL,SS BARBAROSSA,FOLDER;ILL;COL;5.25X7.5;,ship at sea;illustration on each side of folder;musical program;menus separate in german and english;,DAILY;,1901-1117,,,1901-05-02,Norddeutscher Lloyd Bremen,,,,complete
21074,,UNIVERSAL FOOD & COOKERY ASSOCIATION (NORTH OF ENGLAND BRANCH),FIRST ANNUAL DINNER,COMMERCIAL,"TILLEYS' RESTAURANT, NEWCASTLE-ON-TYNE, ENGLAND",FOLDER; ILLUS; COL; 4.6X6.6;,"french; toast list; association seal on cover, decorative wreath;",ANNIVERSARY;,1905-880,,,1905-11-20,Universal Food & Cookery Association (North Of England Branch),,,,complete
18844,,,,,,,,,,,,1901-01-01,Claremont Hotel,,Dollars,$,complete
25831,,?,DINNER,?,MAZZETI [PHILA],BROADSIDE;COL;ILLUS;4.5X7,includes champagne prices;,?,1892-031,,,1892-02-18,?,,Dollars,$,under review
27516,,Norddeutscher Lloyd Bremen,Lunch,,,,,,1910-942 Item A,,,1910-03-18,Norddeutscher Lloyd Bremen,,,,complete
16694,,NORDDEUTSCHER LLOYD BREMEN,MIDDAY DINNER,COMMERCIAL,EN ROUTE ABOARD DAMPFER BARBAROSSA,CARD; COL; ILLUS; 5.5 X 8;,menu in german and english; illustration of rocky shore; simpler menu than 1901-1036; back of card set up for use as a post card;,,1901-1038,,,1901-04-27,Norddeutscher Lloyd Bremen,,,,complete
20218,,HAMBURG-AMERIKA LINIE,FRUHSTUCK-LUNCH,COMMERCIAL,"SCHNELLDAMPFER ""DEUTSCHLAND"" COMMODORE ALBERS",CARD; ILLUS; COL; 5X8;,german & english; emblem at top of menu;,,1901-2414,,,1901-09-25,Hamburg Amerika Linie,,,,complete
32109,Café Lafayette,Café Lafayette,,,,32x23cm,,,1916-0024_wotm,,,1916-02-12,Café Lafayette,,Dollars,$,under review
23497,,TWILIGHT CLUB,DINNER,,,CARD; COL; 4.25 X 6.5;,lavendar; silver crest mont joie st.denis; french; charles f. wingate written on back;,,1893-030,,,1893-03-09,Twilight Club,,,,complete
31653,,Waldorf Astoria,,,,22x15.5cm folded; 22x31cm open,,,1926-0012_wotm,,,1926-05-03,Waldorf Astoria,,,,complete
35245,Astor House,Astor House,,,,,the american committee,,1913-0473_wotm,,,1913-05-11,Astor House,,Dollars,$,complete
19616,,,,,,,,,,,,1900-02-17,Cunard Line,,Shillings,s,under review
33079,Fleischmann's Vienna Restaurant,Fleischmann's Vienna Restaurant,,,,31x19.5cm folded; 31x39cm open,,,1917-0572_wotm,,,1917-11-20,Fleischmann's Vienna Restaurant,,Dollars,$,complete
33370,Waldorf Astoria,Waldorf Astoria,,,,,,,1915-0109,,,1915-01-01,Waldorf Astoria,,,,complete
19113,,,,,,,,,,,,1900-09-15,Toyo Kisen Kaisha,,,,complete
14040,,RED STAR LINE - ANTWERPEN  - NY,LUNCHEON,COM,EN ROUTE S.S.ZEELAND,BROADSIDE; ILLUS; COL; 5.5 X 8;,,,1901-2633,,,1901-11-07,Red Star Line   Antwerpen    Ny,,,,complete
28336,,The Oriental,,,,28x20.5cm folded; 28x41cm open,,,1981-0017_wotm,,,1981-07-21,The Oriental,,Canadian Dollars,C$,complete
26940,,Franziskaner,,RESTAURANT,Franziskaner,Folder; 8 x 11.75 inches; laminated,dieter zander collection; owner: o.w. goebel; includes one paper insert.,,Zander 302,,,,Franziskaner,,Deutsche Marks,DM,complete
33751,Lafayette Hotel,Lafayette Hotel,,,,17.5x15cm folded; 17.5x30cm open,the buffalo hotel association,,1914-0208_wotm,,,1914-02-07,Lafayette Hotel,,,,complete
30729,,S.S. American Importer,,,,20.5x12.5cm,,,1935-0041_wotm,,,1935-07-29,S.S. American Importer,,,,complete
24803,,BLOOMING GROVE PARK ASSOCIATION,MENU,[SOC?];,"DELMONICO'S, NEW YORK, NY",BROADSIDE; ILLUS; 5X9;,illustration of moose on top of menu;,,1897-044,,,1897-02-09,Blooming Grove Park Association,,,,complete
13679,,COLONIAL HOTEL,SECOND ANNIVERSARY DINNER,COMMERCIAL,CLEVELAND [OH],BOOKLET; COL; ILLUS; 4.5 X 8.75;,maroon stock; gold decorative pattern; spinning wheel;,ANNIVERSARY;,1900-4791,,,1900-10-24,Colonial Hotel,,,,complete
25585,,NORDDEUTSCHER LLOYD BREMEN;,DAILY LUNCH;,COMMERCIAL,KONIGIN LUISE;,CARD;ILL;COL;5.25X8;,"postcard attached with perforation for detaching;two listings,german and english;one of three of same date,may be the simplest of the three;",,1899-239,,,1899-03-12,Norddeutscher Lloyd Bremen;,,,,complete
15006,,,,,,,,,,,,1900-02-23,Cunard Line,,,,complete
28987,,Tail Of The Fox,,,,35.5x25.5cm folded; 35.5x50.5cm open,,,1963-0067_wotm,,,1963-11-30,Tail Of The Fox,,Dollars,$,complete
24355,,HAMBURG-AMERIKA LINE,DINNER,COMMERCIAL,"ENROUTE EXPRESS STEAMER ""FURST BISMARCK""",FOLDER; ILLUS; COL; 4.5 X 7;,menu in both german & english; music program included;,DAILY DINNER,1899-807,,,1899-12-08,Hamburg   Amerika Linie,,,,complete
32988,Pennsylvania Railroad,Pennsylvania Railroad,,,,26.5x15.5cm,,,1917-0728_wotm,,,1917-11-27,Pennsylvania Railroad,,Dollars,$,complete
19981,,PACIFIC MAIL STEAMSHIP CO.,DINNER,COMMERCIAL,EN ROUTE ABOARD PANAMA LINE STEAMSHIP CITY OF PARA,FOLDER; 6 X 9;,menu typed in english but various courses listed in english and spanish; ornamental border;,,1900-2908,,,1900-04-22,Pacific Mail Steamship Co.,,,,complete
31402,,The Commodore Hotel,,,,33x21.5cm,f.s.l. - luncheon,,1933-0310_wotm,,,1933-05-31,The Commodore Hotel,,Dollars,$,under review
33974,Childs,Childs,,,,23x20cm,,,1914-0675_wotm,,,1914-07-05,Childs,,Dollars,$,complete
15473,,,,,,,,,,,,1900-11-22,Nippon Yusen Kaisha  S.S.Kinshin Maru,,,,complete
28285,,Hilton Hawaiian Village,,,,31x23cm folded; 31x46cm open,,,1965-0097_wotm,,,,Hilton Hawaiian Village,,Dollars,$,complete
21010,,CHAPTERS OF FIRST DISTRICT IN COUNCIL AT THE COMMONWEALTH,BANQUET,GREEK LETTER (FRATERNITY OR SORORITY),"HARRISBURG, PA",BOOKLET; ILLUS; COL; 5X6.5;,(phi kappa psi); archon. & committee listed; fraternity seal on cover; silk ribbon attachment;,,1899-321,,,1899-04-06,Chapters Of First District In Council At The Commonwealth,,,,under review
35265,Waldorf Astoria,Waldorf Astoria,,,,,the traffic squad of the police department of the city of new york,,1913-0493_wotm,,,1913-05-17,Waldorf Astoria,,Dollars,$,complete
25454,,WESTRN RESERVE SOCIETY OF THE SONS OF THE AMERICAN REVOLUTION,WASHINGTON'S BIRTHDAY DINNER,PAT;,"HOLLENDEN HOUSE, [CLEVELAND, OH]",FOLDER; ILLUS; COL; 5X6;,program; [place info suppled by f.e.b.]; portrait of washington on cover;,PAT;,1901-455,,,1901-02-22,Westrn Reserve Society Of The Sons Of The American Revolution,,,,complete
27109,,National Parlor No. 118,dinner,HOTEL,Fairmont Hotel,4 1/2 x 3 1/2 in. fold.,event : commemorating sixtieth anniversary of admission to california into the union.,ANNIVERSARY,Soete 47,,,1910-09-08,National Parlor No. 118,,,,under review
32449,Wm. F. Healy's 42nd St. Grill,Wm. F. Healy's 42nd St. Grill,,,,20.5x13cm,,,1918-0055_wotm,,,1918-01-11,Wm. F. Healy's 42nd St. Grill,,Dollars,$,complete
16744,,CUNARD LINE,LUNCHEON,COMMERCIAL,EN ROUTE ON BOARD R.M.S. CAMPANIA,CARD; 4.5 X 6.5;,priced wine list on back of menu; prices in british currency only;,,1900-2171,,,1900-02-28,Cunard Line,,,,complete
23528,,THE ARLINGTON,(DINNER),,"WASHINGTON, D.C.",CARD; 4.5X6,,,1890-061,,,1890-04-21,The Arlington,,,,complete
14024,,COLUMBIA RESTAURANT,BILL OF FARE,COMMERCIAL,"NEW YORK, NY",FOLDER; ILLUS; 7X11;,"a la carte priced menu; ""business men's lunch 35 cents; table d'hote dinner 75 cents;"" priced wine list on back of menu; decorative wreath;",,1901-2421,,,1901-09-26,Columbia Restaurant,,Dollars,$,complete
31207,,The Ambassador,,,,28x35.5cm,,,1933-0393_wotm,,,1933-06-30,The Ambassador,,Dollars,$,complete
27066,,Santa Fe Fred Harvey,wine list,RESTAURANT,Santa Fe Fred Harvey,8 x 5 in. fold.; ill. col.,wine list includes cigarettes and cigars.,,Soete 111,,,,Santa Fe Fred Harvey,,Dollars,$,under review
16441,,,,,,,,,,,,1901-10-07,Norddeutscher Lloyd Bremen,,,,complete
29104,,Coffee House,,,,30.5x23cm folded; 30.5x46cm open,,,1961-0032_wotm,,,1961-02-15,Coffee House,,Dollars,$,complete
24398,,COMPAGNIE GENERALE TRANSATLANTIQUE,DINNER TO COUNT FERDINAND DE LESSUPS,COM,"ON BOARD STEAMER ""WASHINGTON""",BROADSHEET; ILLUS; COL; 4.75 X 7.25;,colored illustration of steamer; french; handwritten,COMPLIMENTARY/TESTIMONIAL,1886-015,,,1886-03-05,Compagnie Generale Transatlantique,,,,complete
14843,,,,,,,,,,,,1900-02-21,Red Star Line,,,,complete
30330,,Waldorf Astoria,,,,21.5x16.5cm folded; 21.5x33cm open,the clinical society of the new york polyclinic medical school and hospital,,1939-0091_wotm,,,1939-04-26,Waldorf Astoria,,,,complete
19748,,OCEANIC STEAMSHIP CO. - VENTURA,BREAKFAST,COMMERCIAL,EN ROUTE,BROADSIDE; EMBLEM; 5.5 X 7;,menu handwritten; 2nd cabin menu;,,1901-1581,,,1901-06-08,Oceanic Steamship Co.   Ventura,,,,complete
25834,,CANADIAN PACIFIC RAILWAY COMPANY,LUNCHEON,COMMERCIAL,ABOARD SS MANITOBA,CARD; 4.5 X 7.25;,unpriced menu; flag logo; priced sodas and waters; note that children occupying seats at first table will be charged full fare;,,1900-664,,,1900-01-01,Canadian Pacific Railway Company,,,,complete
31365,,The Commodore Hotel,,,,33x21.5cm,lobby café,,1933-0273_wotm,,,1933-05-25,The Commodore Hotel,,Dollars,$,complete
26518,,La Maison du Cygne,,RESTAURANT,La Maison du Cygne,Folder; 9.75 x 12 inches,dieter zander collection; cover is an image of a swan.,,Zander 191 undated,,,,La Maison Du Cygne,,Francs,FF,complete
23731,,(EMPEROR NICHOLAS II,LUNCHEON,INDIVIDUAL;,,CARD; COLOR; 5.5 X 8;,french; crest of czar(?);,OTHER (SOCIAL?),1896-004,,,1896-01-06,Emperor Nicholas Ii,,,,complete
17482,,,,,,,,,,,,1900-02-14,Usms New York,,Dollars,$,complete
22937,,THE WALDORF,BREAKFAST,COMMERCIAL,[NYC],CARD; 6 X 8.25;,priced menu; 9 floor marked on rear;,,1896-088,,,1896-04-22,The Waldorf,,Dollars,$,complete
34997,Salle Hotel,Salle Hotel,,,,,the industrial club of chicago,,1913-0224_wotm,,,1913-02-24,Salle Hotel,,,,complete
31062,,The Ambassador,,,,28x17.5cm,beverage list,,1933-0136_wotm,,,,The Ambassador,,Dollars,$,complete
15752,,,,,,,,,,,,1900-12-01,Congress Hall,,,,complete
20266,,CUNARD LINE,BREAKFAST,COMMERCIAL,"R.M.S. ""CAMPANIA""",CARD; ILLUS; COL; 4.5X6.5;,priced wine list on back; ss co. flag at top of menu;,,1900-2259,,,1900-03-03,Cunard Line,,,,complete
30122,,The Empire Tea Room,,,,29x22.5cm folded; 29x45cm open,,,1943-0084_wotm,,,1943-12-07,The Empire Tea Room,,Dollars,$,complete
34146,Waldorf Astoria,Waldorf Astoria,,,,21.5x13.5cm,,,1914-0848_wotm,,,1914-08-25,Waldorf Astoria,,Dollars,$,complete
12706,,CROMWELL STEAMSHIP COMPANY,BREAKFAST,COMMERCIAL,EN ROUTE,BROADSIDE; COL;4.5 X 7.5;,all handwritten;,DAILY,1900-2641,,,1900-04-01,Cromwell Steamship Company,,,,complete
23113,,ADELPHIC COUNCIL NO.7,DINNER IN HONOR OF GEORGE MCGOWN OF PALMYRA NY,SOC;,MASONIC HALL NY,CARD; ILLUS; 4.5X7.75,"seal of organization (masonic?), wines;",COMPLIMENTARY/TESTIMONIAL,1895-106,,,1895-06-01,Adelphic Council No.7,,,,complete
34808,Waldorf-Astoria,Waldorf-Astoria,,,,,national association of manufacturers,,1912-0926_wotm,,,1912-05-22,Waldorf-Astoria,,,,complete
30010,,Hollywood's Ham N' Eggs,,,,27.5x21.5cm,,,1948-0021_wotm,,,1948-03-18,Hollywood's Ham N' Eggs,,Dollars,$,complete
26849,,Unknown,,FOREIGN,Unknown,Booklet; 8 x 11.75 inches,dieter zander collection; german wine guide; german wines are divided by region; 1 of 2.,,Zander 380 undated,,,,Unknown,,Deutsche Marks,DM,complete
28792,,Café Brenda,,,,28x22cm folded; 28x43.5cm open,,,1987-0027_wotm,,,1987-01-01,Café Brenda,,Dollars,$,complete
14986,,,,,,,,,,,,1900-03-04,Sherman Square Hotel,,,,complete
13687,,SOUTHERN PACIFIC COMPANY - DINING CAR SERVICE,BREAKFAST,COMMERCIAL,EN ROUTE - SUNSET OGDEN & SHASTA ROUTE,BROADSIDE; ILLUS; COL; 5.5 X 8.5;,,DAILY,1900-4222,,,1900-09-01,Southern Pacific Company   Dining Car Service,,Dollars,$,complete
31683,,Hotel Astor,,,,18x13.5cm folded; 18x27cm open,japan society,,1920-0025_wotm,,,1920-03-03,Hotel Astor,,,,complete
24569,,PAUL SMITH'S,DINNER,COMMERCIAL,"ADIRONDACKS, NY",CARD; 4.25 X 6.25;,"blue print, sunrise;",,1891-087,,,1891-08-31,Paul Smith's,,,,complete
18443,,,,,,,,,,,,1900-06-04,Cafe' Boulevard   Chateau Henri Iv,,,,complete
26059,,REPUBLIC HOUSE,EASTER SUNDAY DINNER,COMMERCIAL,"MILWAUKEE, WI",BROADSIDE; ILLUS; COL; 6X8;,portrait of woman embossed at top of menu;,RELIGIOUS HOLIDAY,1899-295,,,1899-04-02,Republic House,,,,complete
34609,Hutchins Hotel,Hutchins Hotel,,,,,dinner given to the president of the united states his cabinet and the officers of the atlantic fleet,,1912-0793_wotm,,,1912-01-01,Hutchins Hotel,,,,complete
15633,,,,,,,,,,,,1900-10-24,Colonial Hotel,,,,complete
12842,,HOTEL MARLBOROUGH,DAILY CARTE DU JOUR,COMMERCIAL,"[66TH STREET AND BROADWAY,NEW YORK,NY]",CARD;ILL;COL;7X13;,"handwritten date,carte du jour;",,1900-2230,,,1900-03-02,Hotel Marlborough,,Dollars,$,complete
32849,Delmonicos,Delmonicos,,,,30.5x22cm,,,1917-0150_wotm,,,1917-10-23,Delmonicos,,Dollars,$,complete
33683,Delmonicos,Delmonicos,,,,16x13cm folded; 16x26cm open,delaware society of new york city and vicinity,,1914-0139_wotm,,,1914-01-31,Delmonicos,,,,complete
15671,,,,,,,,,,,,1900-10-09,Nipppon Yusen Kaisha   S.S. Kobe Maru,,,,under review
29083,,The Essex Hotel   The Colonnades,,,,24x17cm folded; 24x34cm open,,,1961-0010_wotm,,,1961-04-17,The Essex Hotel   The Colonnades,,,,complete
